PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1628369,,00,0,,,513,513,17561.0,4127,8964,0.460397,1296,3453,0.375325,2302,2727,0.844151,464,3206,3670,1812,563,346,1180,1075,11852
